PFAM_NAME	PFAM_ACC	PFAM_DESC	IS_DUF
TFCD_C	PF12612	Tubulin folding cofactor D C terminal	0
TFIIA	PF03153	Transcription factor IIA, alpha/beta subunit	0
TFIIA_gamma_C	PF02751	Transcription initiation factor IIA, gamma subunit	0
TFIIA_gamma_N	PF02268	Transcription initiation factor IIA, gamma subunit, helical domain	0
TFIIB	PF00382	Transcription factor TFIIB repeat	0
TFIIB_C_1	PF18542	Transcription factor IIB C-terminal module 1	0
TFIIB_C_2	PF22108	Transcription factor IIB C-terminal module 2	0
TFIID-18kDa	PF02269	Transcription initiation factor IID, 18kD subunit	0
TFIID-31kDa	PF02291	Transcription initiation factor IID, 31kD subunit	0
TFIID_20kDa	PF03847	Transcription initiation factor TFIID subunit A	0
TFIID_NTD2	PF04494	WD40 associated region in TFIID subunit, NTD2 domain	0
TFIIE-A_C	PF11521	C-terminal general transcription factor TFIIE alpha	0
TFIIE_alpha	PF02002	TFIIE alpha subunit	0
TFIIE_beta	PF02186	TFIIE beta subunit core domain	0
TFIIF_alpha	PF05793	Transcription initiation factor IIF, alpha subunit (TFIIF-alpha)	0
TFIIF_beta	PF02270	TFIIF, beta subunit HTH domain	0
TFIIF_beta_N	PF17683	TFIIF, beta subunit N-terminus	0
TFIIIA_zf-C2H2	PF22110	TFIIIA, beta-beta-alpha zinc finger	0
TFIIIC_delta	PF12657	Transcription factor IIIC subunit delta bet-propeller domain	0
TFIIIC_sub6	PF10419	TFIIIC subunit triple barrel domain	0
TFIIS_M	PF07500	Transcription factor S-II (TFIIS), central domain	0
TfoX_C	PF04994	TfoX C-terminal domain	0
TfoX_N	PF04993	TfoX N-terminal domain	0
TfpB	PF27470	Type IV pilus biogenesis protein TfpB	0
TFR_dimer	PF04253	Transferrin receptor-like dimerisation domain	0
TfuA	PF07812	TfuA-like protein	0
TFX_C	PF14601	DNA_binding protein, TFX, C-term	0
TF_AP-2	PF03299	Transcription factor AP-2	0
TF_C	PF28539	Probable trigger factor, C-terminal domain	0
TF_Otx	PF03529	Otx1 transcription factor	0
TGase_elicitor	PF16683	Transglutaminase elicitor	0
TGBp3	PF02495	Triple gene block 3	0
TGFBR3_N	PF26060	TGFBR3-like, N-terminal domain	0
TGFb_propeptide	PF00688	TGF-beta propeptide	0
TGF_beta	PF00019	Transforming growth factor beta like domain	0
TGF_beta_GS	PF08515	Transforming growth factor beta type I GS-motif	0
Tgi2PP	PF18250	Effector immunity protein Tgi2PP	0
TGL	PF20085	Protein-glutamine gamma-glutamyltransferase	0
TgMIC1	PF11476	Toxoplasma gondii micronemal protein 1 TgMIC1	0
TgpA_N	PF11992	TgpA N-terminal domain	0
TGS	PF02824	TGS domain	0
TGT	PF01702	Queuine tRNA-ribosyltransferase	0
TGT_C1	PF14809	C1 domain of tRNA-guanine transglycosylase dimerisation	0
TGT_C2	PF14810	Patch-forming domain C2 of tRNA-guanine transglycosylase	0
TH1	PF04858	TH1 protein	0
ThaI	PF15514	Restriction endonuclease ThaI	0
THAP	PF05485	THAP domain	0
THAP4_heme-bd	PF08768	THAP4-like, heme-binding beta-barrel domain	0
THAP9_C	PF22824	DNA transposase THAP9, C-terminal domain	0
Thaumatin	PF00314	Thaumatin family	0
THB	PF18362	Tri-helix bundle domain	0
THBD	PF25444	Thrombomodulin-like domain	0
ThcOx	PF22767	Cyanobactin oxidase ThcOx,	0
THDPS_M	PF14789	Tetrahydrodipicolinate N-succinyltransferase middle	0
THDPS_N	PF14790	Tetrahydrodipicolinate N-succinyltransferase N-terminal	0
THDPS_N_2	PF14805	Tetrahydrodipicolinate N-succinyltransferase N-terminal	0
THD_CWZF3-5-7	PF24756	CWZF3-5-7 THD domain	0
THEG	PF14912	Testicular haploid expressed repeat	0
THEG4	PF15834	Testis highly expressed protein 4	0
Thermo-DBP	PF20754	Thermo-DBP-RP2 C-terminal domain	0
ThermoDBP-RP_arch	PF10015	ThermoDBP-related, archaea	0
Thermopsin	PF05317	Thermopsin	0
THF_DHG_CYH	PF00763	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain	0
THF_DHG_CYH_C	PF02882	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain	0
Thg1	PF04446	tRNAHis guanylyltransferase	0
Thg1C	PF14413	Thg1 C terminal domain	0
THH1_TOM1-3_dom	PF06454	THH1/TOM1/TOM3 domain	0
Thi4	PF01946	Thi4 family	0
Thiaminase-1_dom	PF22141	Thiaminase-1 domain	0
Thiaminase_I-like_N	PF22156	Thiaminase I-like, N-terminal domain	0
Thiamine_BP	PF01910	Thiamine-binding protein	0
Thia_YuaJ	PF09515	Thiamine transporter protein (Thia_YuaJ)	0
ThiC-associated	PF13667	ThiC-associated domain	0
ThiC_Rad_SAM	PF01964	Radical SAM ThiC family	0
ThiD2	PF17792	ThiD2 family	0
ThiF	PF00899	ThiF family	0
ThiG	PF05690	Thiazole biosynthesis protein ThiG	0
ThiI	PF02568	Thiamine biosynthesis protein (ThiI)	0
ThiI_fer	PF22025	ThiI ferredoxin-like domain	0
ThiJ_like	PF17124	ThiJ/PfpI family-like	0
ThiN	PF10120	Thiamine-phosphate synthase ThiN	0
Thioesterase	PF00975	Thioesterase domain	0
Thiolase_C	PF02803	Thiolase, C-terminal domain	0
Thiolase_C_1	PF22691	Thiolase C-terminal domain-like	0
Thiolase_N	PF00108	Thiolase, N-terminal domain	0
Thiol_cytolysin	PF01289	Thiol-activated cytolysin	0
Thiol_cytolys_C	PF17440	Thiol-activated cytolysin beta sandwich domain	0
Thionin	PF00321	Plant thionin	0
Thiopep_pre	PF19409	Thiopeptide-type bacteriocin precursor	0
Thioredoxin	PF00085	Thioredoxin	0
Thioredoxin-like_C	PF26957	Thioredoxin-like, C-terminal domain	0
Thioredoxin-like_DJC16_2nd	PF26973	DJC16, Thioredoxin-like domain 2	0
Thioredoxin-like_DJC16_3rd	PF26968	DJC16, Thioredoxin-like domain 3	0
Thioredoxin-like_N	PF26959	Thioredoxin-like N-terminal domain	0
Thioredoxin-like_PDI	PF26981	PDI-like, Thioredoxin-like domain	0
Thioredoxin_10	PF17991	Thioredoxin like C-terminal domain	0
Thioredoxin_11	PF18078	Thioredoxin-like SNTX domain	0
Thioredoxin_12	PF18400	Thioredoxin-like domain	0
Thioredoxin_13	PF18401	Thioredoxin-like domain	0
Thioredoxin_14	PF18402	Thioredoxin-like domain	0
Thioredoxin_15	PF18403	Thioredoxin-like domain	0
Thioredoxin_16	PF18569	Thioredoxin-like domain	0
Thioredoxin_17	PF21873	Thioredoxin-like domain	0
Thioredoxin_2	PF13098	Thioredoxin-like domain	0
Thioredoxin_3	PF13192	Thioredoxin domain	0
Thioredoxin_4	PF13462	Thioredoxin	0
Thioredoxin_5	PF13743	Thioredoxin	0
Thioredoxin_6	PF13848	Thioredoxin-like domain	0
Thioredoxin_7	PF13899	Thioredoxin-like	0
Thioredoxin_8	PF13905	Thioredoxin-like	0
Thioredoxin_9	PF14595	Thioredoxin	0
Thioredox_DsbH	PF03190	Protein of unknown function, DUF255	0
Thioredox_PDIA6_C	PF24541	PDIA6-like, C-terminal thioredoxin-like domain	0
Thiored_Isochorism	PF24470	Isochorismatase, thioredoxin-like	0
ThiS	PF02597	ThiS family	0
ThiS-like	PF14453	ThiS-like ubiquitin	0
THIVI_2564	PF28077	Thivi_2564 membrane protein	0
ThiW	PF09512	Thiamine-precursor transporter protein (ThiW)	0
Thi_PPkinase_C	PF21275	Thiamin pyrophosphokinase, substrate-binding domain	0
Tho1_MOS11_C	PF18592	Tho1/MOS11 C-terminal domain	0
Tho2	PF11262	Transcription factor/nuclear export subunit protein 2	0
Thoc2	PF11732	Transcription- and export-related complex subunit	0
THOC2_N	PF16134	THO complex subunit 2 N-terminus	0
THOC7	PF05615	Tho complex subunit 7	0
THP2	PF09432	Tho complex subunit THP2	0
THR4_C	PF24857	Threonine synthase, C-terminal	0
THRAP3_BCLAF1	PF15440	THRAP3/BCLAF1 family	0
ThrE	PF06738	Putative threonine/serine exporter	0
ThrE_2	PF12821	Threonine/Serine exporter, ThrE	0
Thrombin_light	PF09396	Thrombin light chain	0
Thr_dehydrat_C	PF00585	C-terminal regulatory domain of Threonine dehydratase	0
Thr_synth_N	PF14821	Threonine synthase N terminus	0
ThsA_Macro	PF20016	Thoeris protein ThsA, Macro domain	0
ThsB_TIR	PF08937	Thoeris protein ThsB, TIR-like domain	0
THSD1_D2	PF24310	THSD1 second Ig-like domain	0
THSD1_D3	PF24311	THSD1 third Ig-like domain	0
THSD1_N	PF24306	THSD1 N-terminal domain	0
Tht1	PF04163	Tht1-like nuclear fusion protein	0
ThuA	PF06283	Trehalose utilisation	0
THUMP	PF02926	THUMP domain	0
Thump_like	PF18096	THUMP domain-like	0
THU_Piezo1	PF23188	Piezo1-like, transmembrane helical unit	0
Thx	PF17070	30S ribosomal protein Thx	0
Thy1	PF02511	Thymidylate synthase complementing protein	0
ThylakoidFormat	PF11264	Thylakoid formation protein	0
Thymidylate_kin	PF02223	Thymidylate kinase	0
Thymidylat_synt	PF00303	Thymidylate synthase	0
Thymopoietin	PF08198	Thymopoietin protein	0
Thymosin	PF01290	Thymosin beta-4 family	0
Thyroglobulin_1	PF00086	Thyroglobulin type-1 repeat	0
Thyroglob_assoc	PF16597	Thyroglobulin_1 repeat associated disordered domain	0
TH_ACT	PF21417	Tyrosine 3-monooxygenase-like, ACT domain	0
Tiam_CC_Ex	PF18385	T-lymphoma invasion and metastasis CC-Ex domain	0
TiaS_FLD	PF08489	TiaS FLD domain	0
TiaS_TCKD	PF22641	TiaS TCKD domain	0
TibC_1st	PF21129	Glycosyltransferase TibC, N-terminal domain	0
Tic110	PF16940	Chloroplast envelope transporter	0
TIC20	PF16166	Chloroplast import apparatus Tic20-like	0
Tic22	PF04278	Tic22-like family	0
tify	PF06200	tify domain	0
TIG	PF01833	IPT/TIG domain	0
TIG_2	PF18020	TIG domain found in plexin	0
TIG_plexin	PF17960	TIG domain	0
TIG_SUH	PF20144	TIG domain	0
TIL	PF01826	Trypsin Inhibitor like cysteine rich domain	0
TILa	PF12714	TILa domain	0
TilS	PF09179	TilS substrate binding domain	0
TilS-like	PF22132	TilS-like substrate binding domain	0
TilS_C	PF11734	TilS substrate C-terminal domain	0
TilS_SCL	PF28558	TilS substrate binding domain	0
TIL_2	PF22897	TIL-like domain	0
TIL_OTOGL_Mucin	PF25962	Otogelin-like/Mucin TIL domain	0
TIM	PF00121	Triosephosphate isomerase	0
TIM-barrel_EndoS	PF23916	Endo-beta-N-acetylglucosaminidase EndoS TIM-barrel domain	0
TIM-barrel_MTC6	PF25506	MTC6 partial TIM-barrel domain	0
TIM-barrel_NCTSP	PF23845	Non-contractile tail sheath protein TIM barrel	0
Tim17	PF02466	Tim17/Tim22/Tim23/Pmp24 family	0
TIM21	PF08294	TIM21	0
Tim29	PF10171	Translocase of the Inner Mitochondrial membrane 29	0
Tim44	PF04280	Tim44-like domain	0
Tim54	PF11711	Inner membrane protein import complex subunit Tim54	0
TIMELESS	PF04821	Timeless protein	0
TIMELESS_C	PF05029	Timeless-like, PAB domain	0
TIMP	PF00965	Tissue inhibitor of metalloproteinase	0
TIN1	PF28340	TIN1	0
TINF2_N	PF14973	TERF1-interacting nuclear factor 2 N-terminus	0
TIP120	PF08623	TATA-binding protein interacting (TIP20)	0
TIP39	PF14980	TIP39 peptide	0
TIP41	PF04176	TIP41-like family	0
TIP49	PF06068	TIP49 P-loop domain	0
TIP49_C	PF17856	TIP49 AAA-lid domain	0
Tipalpha	PF16753	TNF-alpha-Inducing protein of Helicobacter	0
TipAS	PF07739	TipAS antibiotic-recognition domain	0
TipC	PF28027	TipC immunity protein-like	0
TipE	PF16972	Na+ channel auxiliary subunit TipE	0
TIP_N	PF12457	Tuftelin interacting protein N terminal	0
TIR	PF01582	TIR domain	0
TIRY4lF	PF27176	Y4lF TIR domain	0
TIR_2	PF13676	TIR domain	0
TIR_3	PF18567	Toll/interleukin-1 receptor domain	0
Tir_receptor_C	PF07489	Translocated intimin receptor (Tir) C-terminus	0
Tir_receptor_M	PF03549	Translocated intimin receptor (Tir) intimin-binding domain	0
Tir_receptor_N	PF07490	Translocated intimin receptor (Tir) N-terminus	0
Tis11B_N	PF04553	Tis11B like protein, N terminus	0
Tis1_ImmP	PF24154	Tis1 immunity protein	0
TisB_toxin	PF13939	Toxin TisB, type I toxin-antitoxin system	0
Tissue_fac	PF01108	Tissue factor	0
Titin_Z	PF09042	Titin Z	0
TK	PF00265	Thymidine kinase	0
Tk-SP_N-pro	PF18237	Tk-SP N-propeptide domain	0
TKTI1	PF15041	Tektin bundle interacting protein 1	0
Tla3_C	PF20995	Type VI lipase adapter protein Tla3, C-terminal	0
Tla3_N	PF11394	Type VI lipase adapter protein Tla3, N-terminal	0
TLC	PF03219	TLC ATP/ADP transporter	0
TLD	PF07534	TLDc domain	0
Tlde1_dom	PF10908	Tlde1 domain	0
Tle3	PF24322	T6SS Tle3 phospholipase effector domain	0
Tle3_C	PF11678	Antibacterial effector protein Tle3, C-terminal domain	0
TLE_N	PF03920	Groucho/TLE N-terminal Q-rich domain	0
Tli3	PF24316	T6SS Tli3 immunity protein	0
Tli4_C	PF18426	Tle cognate immunity protein 4 C-terminal domain	0
Tli4_N	PF18443	Tle cognate immunity protein 4 N-terminal domain	0
Tll0287-like	PF11845	Tll0287	0
TLN1-like_RS	PF21865	Talin 1-like, rod segment domain	0
Tlp	PF19824	Small, acid-soluble spore protein Tlp	0
TLP-20	PF06088	Nucleopolyhedrovirus telokin-like protein-20 (TLP20)	0
TLP1_add_C	PF18313	Thiolase-like protein type 1 additional C-terminal domain	0
Tlr3_TMD	PF17968	Toll-like receptor 3 trans-membrane domain	0
TLV_coat	PF00429	ENV polyprotein (coat polyprotein)	0
TM-like_N	PF26978	Transmembrane-like, N-terminal domain	0
TM-like_Thioredoxin-like_C	PF26971	Transmembrane-like, thioredoxin-like, C-terminal domain	0
TM1266-like	PF21699	Iron-only hydrogenase system regulator, putative	0
TM140	PF14985	TM140 protein family	0
TM1506	PF08973	Domain of unknown function (DUF1893)	1
TM1586_NiRdase	PF14512	Putative TM nitroreductase	0
TM2	PF05154	TM2 domain	0
TM225	PF25452	TM225-like domain	0
TM231	PF10149	Transmembrane protein 231	0
TM250	PF17685	Transmembrane protein 250	0
TM7S3_TM198	PF13886	TM7S3/TM198-like domain	0
Tma16	PF11176	Translation machinery-associated protein 16	0
TMA17_helical	PF26729	TMA17 helical domain	0
TMA7	PF09072	Translation machinery associated TMA7	0
TMC	PF07810	TMC domain	0
TmcA_N	PF08351	tRNA(Met) cytidine acetyltransferase TmcA, N-terminal	0
TMCCDC2	PF15844	Transmembrane and coiled-coil domain-containing protein 2	0
TMCO5	PF14992	TMCO5 family	0
TMD0_ABC	PF24357	ABC transporter TMD0 domain	0
TMD_POM152	PF24097	Nucleoporin POM152, N-terminal transmembrane domain	0
TMEM100	PF16311	Transmembrane protein 100	0
TMEM101	PF15111	TMEM101 protein family	0
TMEM106	PF07092	TM106 protein C-terminal domain	0
TMEM106_N	PF21002	Transmembrane protein 106 N-terminal region	0
TMEM107	PF14995	Transmembrane protein	0
TMEM108	PF15759	TMEM108 family	0
TMEM117	PF15113	TMEM117 protein family	0
TMEM119	PF15724	TMEM119 family	0
TMEM120A-B	PF07851	TMEM120A/B	0
TMEM125	PF15109	TMEM125 protein family	0
TMEM126	PF07114	Transmembrane protein 126	0
TMEM126_like	PF23408	TMEM126-like protein	0
TMEM127	PF20517	Transmembrane protein 127	0
TMEM128	PF20479	TMEM128 protein	0
TMEM131_like_N	PF12371	Transmembrane protein 131-like N-terminal	0
TMEM132_3rd	PF23039	TMEM132 cohesin-like domain	0
TMEM132_C	PF15706	TMEM132 C-terminal	0
TMEM132_N	PF15705	TMEM132 N-terminal	0
TMEM135_C_rich	PF15982	N-terminal cysteine-rich region of Transmembrane protein 135	0
TMEM138	PF14935	Transmembrane protein 138	0
TMEM141	PF15110	TMEM141 protein family	0
TMEM144	PF07857	Transmembrane family, TMEM144 of transporters	0
TMEM145_N	PF21892	TMEM145, N-terminal domain	0
TMEM151	PF14857	TMEM151 family	0
TMEM154	PF15102	TMEM154 protein family	0
TMEM156	PF15106	TMEM156 protein family	0
TMEM158	PF27962	Transmembrane protein 158	0
TMEM160	PF27853	Transmembrane protein 160	0
TMEM164	PF14808	TMEM164 family	0
TMEM169	PF15052	TMEM169 protein family	0
TMEM170A_B	PF10190	Transmembrane protein 170A/B-like	0
TMEM171	PF15471	Transmembrane protein family 171	0
TMEM174	PF15029	Transmembrane protein 174	0
TMEM175	PF06736	Endosomal/lysosomal potassium channel TMEM175	0
TMEM18	PF14770	Transmembrane protein 18	0
TMEM181_GOLD	PF21885	TMEM181, GOLD domain	0
TMEM183_C	PF27923	Transmembrane protein 183 C-terminal domain	0
TMEM187	PF15100	TMEM187 protein family	0
TMEM190	PF15431	Transmembrane protein 190	0
TMEM191C	PF15194	TMEM191C family	0
TMEM192	PF14802	TMEM192 family	0
TMEM206	PF15122	TMEM206 protein family	0
TMEM208_SND2	PF05620	SRP-independent targeting protein 2/TMEM208	0
TMEM210	PF15195	TMEM210 family	0
TMEM213	PF15192	TMEM213 family	0
TMEM214	PF10151	TMEM214, C-terminal, caspase 4 activator	0
TMEM215	PF15746	TMEM215 family	0
TMEM218_N	PF25810	Transmembrane protein 218, N-terminal domain	0
TMEM219	PF14940	Transmembrane 219	0
TMEM220	PF15071	Transmembrane family 220, helix	0
TMEM232	PF15877	Transmembrane protein family 232	0
TMEM234	PF10639	Putative transmembrane family 234	0
TMEM237	PF15383	Transmembrane protein 237	0
TMEM238	PF15125	TMEM238 protein family	0
TMEM239	PF15841	Transmembrane protein 239 family	0
TMEM240	PF15207	TMEM240 family	0
TMEM247	PF15444	Transmembrane protein 247	0
TMEM249	PF15158	Cation channel sperm-associated auxiliary subunit TMEM249	0
TMEM251	PF15190	Transmembrane protein 251	0
TMEM252	PF15664	Transmembrane protein 252 family	0
TMEM254	PF14934	Transmembrane protein 254	0
Tmem26	PF09772	Transmembrane protein 26	0
TMEM260-like	PF11028	Protein O-mannosyl-transferase TMEM260-like	0
TMEM260_2	PF28495	TMEM260-associated domain 2	0
TMEM262	PF15837	Transmembrane protein 262	0
TMEM33_Pom33	PF03661	Transmembrane protein 33/Nucleoporin POM33	0
TMEM37	PF15108	Voltage-dependent calcium channel gamma-like subunit protein family	0
TMEM40	PF15817	Transmembrane protein 40 family	0
TMEM43	PF07787	Transmembrane protein 43	0
TMEM51	PF15345	Transmembrane protein 51	0
TMEM52	PF14979	Transmembrane 52	0
TMEM61	PF15105	TMEM61 protein family	0
TMEM62_C	PF24394	TMEM62 C-terminal domain	0
TMEM65	PF10507	Transmembrane protein 65	0
TMEM70	PF06979	TMEM70/TMEM186/TMEM223 protein family	0
TMEM71	PF15121	TMEM71 protein family	0
TMEM72	PF16054	Transmembrane protein family 72	0
TMEM82	PF15816	Transmembrane protein 82	0
TMEM87A-B_GOLD	PF21901	TMEM87A/B, GOLD domain	0
TMEM88	PF27917	Transmembrane protein 88	0
TMEM89	PF15098	TMEM89 protein family	0
TMEM95	PF15203	TMEM95 family	0
TMEM98_N	PF28128	Transmembrane protein 98 N-terminal helical domain	0
Tmemb_14	PF03647	Transmembrane proteins 14C	0
Tmemb_161AB	PF10268	Predicted transmembrane protein 161AB	0
Tmemb_185A	PF10269	Transmembrane Fragile-X-F protein	0
Tmemb_18A	PF09771	Transmembrane protein 188	0
Tmemb_40	PF10160	Predicted membrane protein	0
Tmemb_55A	PF09788	Transmembrane protein 55A	0
Tmemb_9	PF05434	TMEM9	0
Tmemb_cc2	PF10267	Predicted transmembrane and coiled-coil 2 protein	0
TMEMspv1-c74-12	PF11044	Plectrovirus spv1-c74 ORF 12 transmembrane protein	0
TMEM_230_134	PF05915	Transmembrane proteins 230/134	0
TMF_DNA_bd	PF12329	TATA element modulatory factor 1 DNA binding	0
TMF_TATA_bd	PF12325	TATA element modulatory factor 1 TATA binding	0
TMIE	PF16038	TMIE protein	0
TmoB	PF06234	Toluene-4-monooxygenase system protein B (TmoB)	0
TMP	PF05017	TMP repeat	0
TMP-TENI	PF02581	Thiamine monophosphate synthase	0
Tmp39	PF10271	Putative transmembrane protein	0
Tmpp129	PF10272	Putative transmembrane protein precursor	0
TMP_2	PF06791	Prophage tail length tape measure protein	0
TMP_3	PF20155	Tape measure protein	0
TMP_4	PF24622	Tape measure protein domain	0
TMP_C	PF24165	Tape measure protein C-terminal	0
TMP_N	PF24164	Tape measure protein N-terminal	0
Tmrp11_N	PF25904	Tmrp11 THUMP N-terminal domain	0
TMTC_DUF1736	PF08409	Protein O-mannosyl-transferase TMTC, DUF1736	0
TMV_coat	PF00721	Virus coat protein (TMV like)	0
TM_ErbB1	PF21314	Epidermal growth factor receptor transmembrane-juxtamembrane segment	0
TM_HPP	PF04982	HPP, transmembrane region	0
TM_PBP2_N	PF16296	N-terminal of TM subunit in PBP-dependent ABC transporters	0
TM_PetC	PF25471	Iron-sulfur subunit PetC transmembrane anchor	0
TM_Tm6sf2	PF26083	Transmembrane 6 superfamily member 2-like, transmembrane domain	0
Tn7_Tnp_TnsA_C	PF08721	TnsA endonuclease C terminal	0
Tn7_TnsA-like_N	PF08722	TnsA-like endonuclease N terminal	0
Tn7_TnsC_Int	PF11426	Tn7 transposition regulator TnsC	0
Tn916-Xis	PF09035	Excisionase from transposon Tn916	0
Tna_leader	PF08053	Tryptophanase operon leader peptide	0
TNF	PF00229	TNF(Tumour Necrosis Factor) family	0
TNFAIP8	PF05527	Tumor necrosis factor alpha-induced protein 8-like	0
TNFR_16_TM	PF18422	Tumor necrosis factor receptor member 16 trans-membrane domain	0
TNFR_c6	PF00020	TNFR/NGFR cysteine-rich region	0
TNFR_ELAPOR1_6th	PF23091	ELAPOR1-like, TNF receptor-like	0
TNFR_nem	PF25314	TNF receptor-like domain	0
TniB	PF05621	Bacterial TniB protein	0
TNIP1_N	PF27887	TNFAIP3-interacting protein 1, N-terminal domain	0
TniQ	PF06527	TniQ	0
TNP-like_GBD	PF21788	TNP-like, GTP-binding insertion domain	0
TNP-like_RNaseH_C	PF21789	TNP-like, RNase H C-terminal domain	0
TNP-like_RNaseH_N	PF21787	TNP-like, RNase H N-terminal domain	0
TnpB_IS66	PF05717	IS66 Orf2 like protein	0
TnpC_reg	PF28119	Transposon-encoded protein TnpC-like	0
TnpV	PF14198	Transposon-encoded protein TnpV	0
TnpW	PF14202	Transposon-encoded protein TnpW	0
Tnp_22_dsRBD	PF17490	L1 transposable element dsRBD-like domain	0
Tnp_22_trimer	PF17489	L1 transposable element trimerization domain	0
Tnp_DNA_bind	PF14706	Transposase DNA-binding	0
Tnp_P_element	PF12017	Transposable element P transposase-like, HTH domain	0
Tnp_P_element_C	PF12596	87kDa Transposase	0
TNR19_TNFR_Cys_second	PF27736	TNFRSF19 second TNFR Cys domain	0
TNRC6-PABC_bdg	PF16608	TNRC6-PABC binding domain	0
TnsB_N	PF27165	TnsB N-terminal SH3-like domain	0
TnsD	PF15978	Tn7-like transposition protein D	0
TnsE_C	PF18623	TnsE C-terminal domain	0
TNT	PF14021	Tuberculosis necrotizing toxin	0
TNV_CP	PF03898	Satellite tobacco necrosis virus coat protein	0
Toast-rack_PspC-Cterm	PF22744	ToastRack found in some PspC	0
Toast_rack_N	PF17115	N-terminal domain of toast_rack, DUF2154	0
TOBE	PF03459	TOBE domain	0
TOBE_2	PF08402	TOBE domain	0
TOBE_3	PF12857	TOBE-like domain	0
Tobravirus_2B	PF05271	Tobravirus 2B protein	0
TOC159_MAD	PF11886	Translocase of chloroplast 159/132, membrane anchor domain	0
Tocopherol_cycl	PF14249	Tocopherol cyclase	0
TOD1_MUCI70	PF04765	TOD1/MUCI70, glycosyltransferase-like domain	0
Toddler	PF22050	Apelin receptor early endogenous ligand	0
TOE2_C	PF27581	Target of ERK kinase mpk-1 C-terminal domain	0
TOE2_M	PF27592	TOE-2 middle domain	0
TOG_MAP3K1	PF28295	Mitogen-activated protein kinase kinase kinase 1, TOG domain	0
TOH_N	PF12549	Tyrosine hydroxylase N terminal	0
TolA	PF06519	TolA C-terminal	0
TolA_bind_tri	PF16331	TolA binding protein trimerisation	0
TolB_like	PF15869	TolB-like 6-blade propeller-like	0
TolB_N	PF04052	TolB amino-terminal domain	0
Toluene_X	PF03349	Outer membrane protein transport protein (OMPP1/FadL/TodX)	0
TOM13	PF08219	Outer membrane protein TOM13	0
TOM20_plant	PF06552	Plant specific mitochondrial import receptor subunit TOM20	0
Tom22	PF04281	Mitochondrial import receptor subunit Tom22	0
Tom37	PF10568	Outer mitochondrial membrane transport complex protein	0
Tom37_C	PF11801	Tom37 C-terminal domain	0
Tom5	PF10642	Mitochondrial import receptor subunit or translocase	0
TOM5_2	PF27930	Mitochondrial import receptor subunit TOM5 homologue	0
Tom6	PF17112	Mitochondrial import receptor subunit Tom6, fungal	0
TOM6p	PF15184	Mitochondrial import receptor subunit TOM6 homolog	0
Tom7	PF08038	TOM7 family	0
Tombus_movement	PF05318	Tombusvirus movement protein	0
Tombus_P19	PF03220	Tombusvirus P19 core protein	0
Tombus_P33	PF08500	Tombusvirus p33	0
ToMV_Hel_N	PF20896	Tomato mosaic virus helicase, N-terminal domain	0
TonB_2	PF13103	TonB C terminal	0
TonB_C	PF03544	Gram-negative bacterial TonB protein C-terminal	0
TonB_dep_Rec_b-barrel	PF00593	TonB dependent receptor-like, beta-barrel	0
TonB_N	PF16031	TonB polyproline region	0
Top1B_N_bact	PF21338	Bacterial DNA topoisomerase IB, N-terminal domain	0
TOP6A-Spo11_Toprim	PF21180	Topoisomerase 6 subunit A/Spo11, Toprim domain	0
Top6b_C	PF18000	Type 2 DNA topoisomerase 6 subunit B C-terminal domain	0
TopBP1_BRCT0	PF21298	TopBP1, BRCT0 domain	0
Topo-VIb_trans	PF09239	Topoisomerase VI B subunit, transducer	0
Topo-V_HhH_2_2nd	PF21616	Topoisomerase V, second (HhH)2 tandem domain	0
Topoisom_bac	PF01131	DNA topoisomerase	0
Topoisom_I	PF01028	Eukaryotic DNA topoisomerase I, catalytic core	0
Topoisom_I_N	PF02919	Eukaryotic DNA topoisomerase I, DNA binding fragment	0
TopoV_HHH	PF22409	Topoisomerase V, HHH domain	0
Topo_C_assoc	PF14370	C-terminal topoisomerase domain	0
Topo_VI_alpha	PF20768	All-beta domain in DNA topoisomerase VI alpha subunit	0
Toprim	PF01751	Toprim domain	0
Toprim_2	PF13155	Toprim-like	0
Toprim_3	PF13362	Toprim domain	0
Toprim_4	PF13662	Toprim domain	0
TOPRIM_C	PF16898	C-terminal associated domain of TOPRIM	0
Toprim_Crpt	PF13342	C-terminal repeat of topoisomerase	0
Toprim_C_rpt	PF13368	Topoisomerase C-terminal repeat	0
TOP_N	PF19310	Neurolysin/Thimet oligopeptidase, N-terminal domain	0
TOR1A_C	PF21376	Torsin-1A, C-terminal domain	0
TOR1L1_C	PF24713	TORTIFOLIA1 C-terminal	0
TOR1L1_N	PF24714	TORTIFOLIA1 N-terminal	0
TORC_C	PF12886	Transducer of regulated CREB activity, C terminus	0
TORC_M	PF12885	Transducer of regulated CREB activity middle domain	0
TORC_N	PF12884	Transducer of regulated CREB activity, N terminus	0
Torsin	PF06309	Torsin	0
TorS_sensor_domain	PF21689	Sensor protein TorS, sensor domain	0
Torus	PF16131	Torus domain	0
Tor_FN3_1st	PF23006	Tyrosine-protein kinase receptor torso, first FN3 domain	0
Tor_FN3_2nd	PF21468	Tyrosine-protein kinase receptor torso, second FN3 domain	0
Tospov_NS-S_N	PF03231	Tospovirus non-structural protein NS-S-like, N-terminal	0
